1.571567876598083,1.721630328655445,1.4028397522015212,1.247440646082477,1.8273287620066003,1.928420333675227,1.8430067747356758,1.8398660556934048,1.8937344281330382,1.9110095505188465
1.692471088336998,1.2776898916651072,1.387653689480337,1.648654310776922,1.2687484050453999,1.5365536424227186,1.6015299792521382,1.6813103906085725,1.3548654177619517,1.3019972615437307
1.6273074881163034,1.810118586487119,1.9303935715828968,1.611803469973761,1.141082707171951,1.6315968827265008,1.7312533549436333,1.1720906636127397,1.728761390139264,1.8505162891792184
1.0014790342920037,1.2476984161621165,1.7003826870939616,1.8916325790087936,1.6956411976255816,1.5557283908026673,1.314406201087834,1.0618912041094202,1.6923823650687573,1.7756748837686398
1.2131394795824546,1.402418071508709,1.2875290750172488,1.1303991352790415,1.6566171172978796,1.4135544491322458,1.349501099949594,1.989271627510997,1.834624669365502,1.0363892289684025
1.040246679244707,1.598127590411273,1.1351941871261864,1.630687167930875,1.9316903871355784,1.8502502464371187,1.7527803536945155,1.2018073727608842,1.6806879293064991,1.4784176253832972
1.43045934140669,1.7981508987397936,1.1647400945291837,1.1701185387133841,1.4478752079718693,1.8258725899062802,1.1262258907016665,1.8863635905315048,1.1902915780079373,1.0090366097102854
1.924672701813289,1.099087844999839,1.7639889852210175,1.8610913549895085,1.954589009401365,1.752961537116001,1.159381248335816,1.8274838279282628,1.6506432760250456,1.5044958977602367
1.4056069355475835,1.70942988985151,1.7724801099909768,1.1946514237007972,1.008984889089191,1.5853009947959993,1.8382227885990547,1.5707260419288884,1.7226053970466153,1.2087843956282467
1.1587192688081966,1.9891212807356813,1.3554618227839628,1.7819183332262332,1.9138459014691525,1.2026543964361665,1.8969096792260343,1.0762994146462495,1.1076919001452845,1.3644051729251765
1.7058736946817055,1.1072046052293603,1.0412045323573076,1.0646561572907802,1.8941055276543772,1.9530655983099623,1.1488832482973526,1.5583055509977248,1.3189282366936306,1.8566786206590904
1.6603686770162174,1.337202082729448,1.7932856261789838,1.4447280416321164,1.5682804968650121,1.8551717654052768,1.219548627061704,1.758647345083868,1.8104152248594034,1.5230766517047187
